Project Name,Project Version,Project Author,Project License,Library Name,Library Version,Library Type,Library Author,Library License
mongoose,8.18.1,Guillermo Rauch,MIT,is-string,1.1.1,library,Jordan Harband,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,limited-request-queue,2.0.0,library,Steven Vachon,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,link-types,1.1.0,library,Steven Vachon,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,maybe-callback,2.1.0,library,Rob Skillington,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,nopter,0.3.0,library,Steven Vachon,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,camelcase,1.2.1,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,chalk,0.5.1,library,NA,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,object-assign,2.1.1,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,ansi-styles,1.1.0,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,has-ansi,0.1.0,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,strip-ansi,0.3.0,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,supports-color,0.2.0,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,ansi-regex,0.2.1,library,Sindre Sorhus,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,parse5,3.0.3,library,Ivan Nikulin,MIT
mongoose,8.18.1,Guillermo Rauch,MIT,robot-directives,0.3.0,library,Steven Vachon,MIT
