Library,Current Version,Latest Version,Status
parse-conflict-json,4.0.0,4.0.0,Up-to-date
proggy,3.0.0,3.0.0,Up-to-date
promise-all-reject-late,1.0.1,1.0.1,Up-to-date
promise-call-limit,3.0.2,3.0.2,Up-to-date
read-package-json-fast,4.0.0,4.0.0,Up-to-date
treeverse,3.0.0,3.0.0,Up-to-date
walk-up-path,4.0.0,4.0.0,Up-to-date
just-diff-apply,5.5.0,5.5.0,Up-to-date
just-diff,6.0.2,6.0.2,Up-to-date
cmd-shim,7.0.0,7.0.0,Up-to-date
read-cmd-shim,5.0.0,5.0.0,Up-to-date
write-file-atomic,6.0.0,6.0.0,Up-to-date
postcss-selector-parser,7.1.0,7.1.0,Up-to-date
cssesc,3.0.0,3.0.0,Up-to-date
git-client,2.5.1,1.9.3,Current version is newer than npm (1.9.3)
plugin-enterprise-rest,6.0.1,,Not Found
rest,22.0.0,2.0.0,Current version is newer than npm (2.0.0)
conventional-changelog-angular,8.0.0,8.0.0,Up-to-date
conventional-changelog-writer,8.1.0,8.2.0,Update available (8.2.0)
conventional-changelog,7.0.2,7.1.1,Update available (7.1.1)
conventional-commits-parser,6.1.0,6.2.0,Update available (6.2.0)
conventional-recommended-bump,11.1.0,11.2.0,Update available (11.2.0)
git-url-parse,16.1.0,16.1.0,Up-to-date
is-stream,4.0.1,4.0.1,Up-to-date
load-json-file,7.0.1,7.0.1,Up-to-date
new-github-release-url,2.0.0,2.0.0,Up-to-date
p-limit,6.2.0,7.1.1,Update available (7.1.1)
p-reduce,3.0.0,3.0.0,Up-to-date
pify,6.1.0,6.1.0,Up-to-date
write-json-file,6.0.0,6.0.0,Up-to-date
detect-indent,7.0.1,7.0.1,Up-to-date
sort-keys,5.1.0,6.0.0,Update available (6.0.0)
git-up,8.1.1,8.1.1,Up-to-date
is-ssh,1.4.1,1.4.1,Up-to-date
parse-url,9.2.0,10.0.3,Update available (10.0.3)
parse-path,7.0.3,7.1.0,Update available (7.1.0)
parse-path,7.1.0,7.1.0,Up-to-date
protocols,2.0.2,2.0.2,Up-to-date
conventional-changelog-preset-loader,5.0.0,5.0.0,Up-to-date
conventional-commits-filter,5.0.0,5.0.0,Up-to-date
child-process-utils,1.0.0,0.0.1,Current version is newer than npm (0.0.1)
stream-utils,1.1.0,0.0.2,Current version is newer than npm (0.0.2)
fd-package-json,1.2.0,2.0.0,Update available (2.0.0)
handlebars,4.7.8,4.7.8,Up-to-date
uglify-js,3.19.3,3.19.3,Up-to-date
core,7.0.2,1.0.113,Current version is newer than npm (1.0.113)
plugin-paginate-rest,13.0.1,,Not Found
plugin-request-log,6.0.0,,Not Found
plugin-rest-endpoint-methods,16.0.0,,Not Found
types,14.1.0,0.1.1,Current version is newer than npm (0.1.1)
openapi-types,25.1.0,12.1.3,Current version is newer than npm (12.1.3)
auth-token,6.0.0,0.1.0,Current version is newer than npm (0.1.0)
graphql,9.0.1,16.11.0,Update available (16.11.0)
request-error,7.0.0,2.0.1,Current version is newer than npm (2.0.1)
request,10.0.2,2.88.2,Current version is newer than npm (2.88.2)
before-after-hook,4.0.0,4.0.0,Up-to-date
universal-user-agent,7.0.3,7.0.3,Up-to-date
endpoint,11.0.0,0.4.5,Current version is newer than npm (0.4.5)
fast-content-type-parse,3.0.0,3.0.0,Up-to-date
init,4.3.0,0.1.2,Current version is newer than npm (0.1.2)
dotenv,16.5.0,17.2.2,Update available (17.2.2)
yargs,18.0.0,18.0.0,Up-to-date
cliui,9.0.1,9.0.1,Up-to-date
yargs-parser,22.0.0,22.0.0,Up-to-date
emoji-regex,10.4.0,10.5.0,Update available (10.5.0)
get-east-asian-width,1.3.0,1.4.0,Update available (1.4.0)
wrap-ansi,9.0.0,9.0.2,Update available (9.0.2)
expand,4.0.15,0.5.0,Current version is newer than npm (0.5.0)
input,4.1.12,1.0.1,Current version is newer than npm (1.0.1)
select,4.2.3,1.1.2,Current version is newer than npm (1.1.2)
config-chain,1.1.13,1.1.13,Up-to-date
cosmiconfig,9.0.0,9.0.0,Up-to-date
execa,9.6.0,9.6.0,Up-to-date
multimatch,7.0.0,7.0.0,Up-to-date
p-queue,8.1.0,8.1.1,Update available (8.1.1)
strong-log-transformer,2.1.0,2.1.0,Up-to-date
write-package,7.1.0,7.1.0,Up-to-date
yaml,2.8.0,2.8.1,Update available (2.8.1)
deepmerge-ts,7.1.5,7.1.5,Up-to-date
read-pkg,9.0.1,9.0.1,Up-to-date
parse-json,8.3.0,8.3.0,Up-to-date
unicorn-magic,0.1.0,0.3.0,Update available (0.3.0)
index-to-position,1.1.0,1.1.0,Up-to-date
eventemitter3,5.0.1,5.0.1,Up-to-date
p-timeout,6.1.4,6.1.4,Up-to-date
array-differ,4.0.0,4.0.0,Up-to-date
array-union,3.0.1,3.0.1,Up-to-date
merge-streams,4.0.0,,Not Found
figures,6.1.0,6.1.0,Up-to-date
get-stream,9.0.1,9.0.1,Up-to-date
human-signals,8.0.1,8.0.1,Up-to-date
npm-run-path,6.0.0,6.0.0,Up-to-date
pretty-ms,9.2.0,9.2.0,Up-to-date
strip-final-newline,4.0.0,4.0.0,Up-to-date
yoctocolors,2.1.1,2.1.2,Update available (2.1.2)
parse-ms,4.0.0,4.0.0,Up-to-date
readable-stream,0.4.1,4.7.0,Update available (4.7.0)
is-unicode-supported,2.1.0,2.1.0,Up-to-date
proto-list,1.2.4,1.2.4,Up-to-date
core,10.1.13,1.0.113,Current version is newer than npm (1.0.113)
figures,1.0.12,6.1.0,Update available (6.1.0)
type,3.0.7,2.7.3,Current version is newer than npm (2.7.3)
yoctocolors-cjs,2.1.2,2.1.3,Update available (2.1.3)
mute-stream,2.0.0,2.0.0,Up-to-date
profiler,4.3.0,1.2.3,Current version is newer than npm (1.2.3)
upath,2.0.1,2.0.1,Up-to-date
core,0.10.0,1.0.113,Update available (1.0.113)
mdast-util-from-markdown,2.0.2,2.0.2,Up-to-date
mdast-util-frontmatter,2.0.1,2.0.1,Up-to-date
mdast-util-gfm,3.1.0,3.1.0,Up-to-date
micromark-extension-frontmatter,2.0.0,2.0.0,Up-to-date
micromark-extension-gfm,3.0.0,3.0.0,Up-to-date
micromark-extension-gfm-strikethrough,2.1.0,2.1.0,Up-to-date
micromark-extension-gfm-tagfilter,2.0.0,2.0.0,Up-to-date
micromark-extension-gfm-task-list-item,2.1.0,2.1.0,Up-to-date
decode-named-character-reference,1.1.0,1.2.0,Update available (1.2.0)
fault,2.0.1,2.0.1,Up-to-date
format,0.2.2,0.2.2,Up-to-date
mdast-util-gfm-autolink-literal,2.0.1,2.0.1,Up-to-date
mdast-util-gfm-footnote,2.1.0,2.1.0,Up-to-date
mdast-util-gfm-strikethrough,2.0.0,2.0.0,Up-to-date
mdast-util-gfm-table,2.0.0,2.0.0,Up-to-date
mdast-util-gfm-task-list-item,2.0.0,2.0.0,Up-to-date
mdast-util-to-markdown,2.1.2,2.1.2,Up-to-date
mdast,4.0.4,3.0.0,Current version is newer than npm (3.0.0)
unist,3.0.3,0.0.1,Current version is newer than npm (0.0.1)
longest-streak,3.1.0,3.1.0,Up-to-date
mdast-util-phrasing,4.1.0,4.1.0,Up-to-date
mdast-util-to-string,4.0.0,4.0.0,Up-to-date
micromark-util-decode-string,2.0.1,2.0.1,Up-to-date
unist-util-visit,5.0.0,5.0.0,Up-to-date
zwitch,2.0.4,2.0.4,Up-to-date
unist-util-is,6.0.0,6.0.0,Up-to-date
unist-util-visit-parents,6.0.1,6.0.1,Up-to-date
markdown-table,3.0.4,3.0.4,Up-to-date
ccount,2.0.1,2.0.1,Up-to-date
mdast-util-find-and-replace,3.0.2,3.0.2,Up-to-date
unist-util-stringify-position,4.0.0,4.0.0,Up-to-date
command-exists-promise,2.0.2,2.0.2,Up-to-date
shelljs,0.8.5,0.10.0,Update available (0.10.0)
rechoir,0.6.2,0.8.0,Update available (0.8.0)
plugin-transform-typescript,7.27.1,,Not Found
helper-annotate-as-pure,7.27.1,0.0.1-security,Current version is newer than npm (0.0.1-security)
helper-create-class-features-plugin,7.27.1,,Not Found
traverse,7.27.4,0.6.11,Current version is newer than npm (0.6.11)
plugin-transform-react-display-name,7.27.1,,Not Found
plugin-transform-react-jsx,7.27.1,0.0.1-security,Current version is newer than npm (0.0.1-security)
plugin-transform-react-jsx-development,7.27.1,,Not Found
plugin-transform-react-pure-annotations,7.27.1,,Not Found
compat-data,7.27.2,0.0.1-security,Current version is newer than npm (0.0.1-security)
plugin-bugfix-v8-static-class-fields-redefine-readonly,7.27.1,,Not Found
plugin-transform-async-generator-functions,7.27.1,,Not Found
plugin-transform-block-scoping,7.27.1,,Not Found
plugin-transform-class-static-block,7.27.1,,Not Found
plugin-transform-classes,7.27.1,,Not Found
plugin-transform-destructuring,7.27.1,,Not Found
plugin-transform-object-rest-spread,7.27.2,,Not Found
plugin-transform-parameters,7.27.1,,Not Found
plugin-transform-regenerator,7.27.1,,Not Found
babel-plugin-polyfill-corejs2,0.4.13,0.4.14,Update available (0.4.14)
babel-plugin-polyfill-corejs3,0.11.1,0.13.0,Update available (0.13.0)
babel-plugin-polyfill-regenerator,0.6.4,0.6.5,Update available (0.6.5)
helper-define-polyfill-provider,0.6.4,,Not Found
helper-module-transforms,7.27.3,,Not Found
helper-wrap-function,7.27.1,,Not Found
helpers,7.27.4,0.0.6,Current version is newer than npm (0.0.6)
cli,19.8.1,1.0.1,Current version is newer than npm (1.0.1)
tinyexec,1.0.1,1.0.1,Up-to-date
config-angular,19.8.1,,Not Found
js,9.35.0,0.1.0,Current version is newer than npm (0.1.0)
common,11.1.6,0.2.5,Current version is newer than npm (0.2.5)
core,11.1.6,1.0.113,Current version is newer than npm (1.0.113)
platform-express,11.1.6,0.0.13,Current version is newer than npm (0.0.13)
testing,11.1.6,3.1.0,Current version is newer than npm (3.1.0)
jest,30.0.0,30.1.3,Update available (30.1.3)
node,22.18.1,20.19.5,Current version is newer than npm (20.19.5)
axios,1.11.0,1.11.0,Up-to-date
eslint-config-prettier,10.1.8,10.1.8,Up-to-date
eslint,9.35.0,9.35.0,Up-to-date
globals,16.3.0,16.4.0,Update available (16.4.0)
husky,9.1.7,9.1.7,Up-to-date
lint-staged,16.1.6,16.1.6,Up-to-date
chalk,5.6.0,5.6.2,Update available (5.6.2)
reflect-metadata,0.2.2,0.2.2,Up-to-date
release-it,19.0.4,19.0.4,Up-to-date
mime-types,3.0.1,3.0.1,Up-to-date
mime-db,1.54.0,1.54.0,Up-to-date
rimraf,6.0.1,6.0.1,Up-to-date
rxjs,7.8.2,7.8.2,Up-to-date
ts-jest,29.4.1,29.4.1,Up-to-date
typescript-eslint,8.43.0,8.43.0,Up-to-date
format,19.8.1,0.2.2,Current version is newer than npm (0.2.2)
lint,19.8.1,0.8.19,Current version is newer than npm (0.8.19)
load,19.8.1,1.0.2,Current version is newer than npm (1.0.2)
read,19.8.1,4.1.0,Current version is newer than npm (4.1.0)
types,19.8.1,0.1.1,Current version is newer than npm (0.1.1)
config-angular-type-enum,19.8.1,,Not Found
file-type,21.0.0,21.0.0,Up-to-date
iterare,1.2.1,1.2.1,Up-to-date
load-esm,1.0.2,1.0.3,Update available (1.0.3)
uid,2.0.2,2.0.2,Up-to-date
opencollective,0.4.1,1.0.3,Update available (1.0.3)
path-to-regexp,8.2.0,8.3.0,Update available (8.3.0)
express,5.1.0,5.1.0,Up-to-date
type-is,2.0.1,2.0.1,Up-to-date
media-typer,1.1.0,1.1.0,Up-to-date
multer,2.0.2,2.0.2,Up-to-date
undici-types,6.21.0,7.16.0,Update available (7.16.0)
follow-redirects,1.15.6,1.15.11,Update available (1.15.11)
form-data,4.0.4,4.0.4,Up-to-date
eslint-utils,4.8.0,3.0.0,Current version is newer than npm (3.0.0)
config-array,0.21.0,,Not Found
config-helpers,0.3.1,0.0.0,Current version is newer than npm (0.0.0)
core,0.15.2,1.0.113,Update available (1.0.113)
plugin-kit,0.3.5,,Not Found
estree,1.0.6,,Not Found
eslint-scope,8.4.0,8.4.0,Up-to-date
esutils,2.0.2,2.0.3,Update available (2.0.3)
jiti,2.4.2,2.5.1,Update available (2.5.1)
optionator,0.9.3,0.9.4,Update available (0.9.4)
commander,14.0.0,14.0.0,Up-to-date
listr2,9.0.3,9.0.3,Up-to-date
string-width,7.0.0,8.1.0,Update available (8.1.0)
emoji-regex,10.3.0,10.5.0,Update available (10.5.0)
nano-spawn,1.0.2,1.0.3,Update available (1.0.3)
pidtree,0.6.0,0.6.0,Up-to-date
yaml,2.8.1,2.8.1,Up-to-date
defaults-deep,1.1.0,0.2.4,Current version is newer than npm (0.2.4)
rest,21.1.1,2.0.0,Current version is newer than npm (2.0.0)
plugin-request-log,5.3.1,,Not Found
typeof,1.2.8,1.0.0,Current version is newer than npm (1.0.0)
async-retry,1.3.3,1.3.3,Up-to-date
c12,3.1.0,3.2.0,Update available (3.2.0)
eta,3.5.0,3.5.0,Up-to-date
inquirer,12.7.0,12.9.4,Update available (12.9.4)
issue-parser,7.0.1,7.0.1,Up-to-date
open,10.2.0,10.2.0,Up-to-date
ora,8.2.0,8.2.0,Up-to-date
cli-cursor,5.0.0,5.0.0,Up-to-date
is-unicode-supported,2.0.0,2.1.0,Update available (2.1.0)
restore-cursor,5.1.0,5.1.0,Up-to-date
onetime,7.0.0,7.0.0,Up-to-date
os-name,6.1.0,6.1.0,Up-to-date
proxy-agent,6.5.0,6.5.0,Up-to-date
undici,6.21.3,7.16.0,Update available (7.16.0)
url-join,5.0.0,5.0.0,Up-to-date
wildcard-match,5.1.4,5.1.4,Up-to-date
bs-logger,0.2.6,0.2.6,Up-to-date
lodash.memoize,4.1.2,4.1.2,Up-to-date
is-ignored,19.8.1,1.0.0,Current version is newer than npm (1.0.0)
parse,19.8.1,6.1.1,Current version is newer than npm (6.1.1)
rules,19.8.1,0.6.53,Current version is newer than npm (0.6.53)
config-validator,19.8.1,0.1.1,Current version is newer than npm (0.1.1)
execute-rule,19.8.1,,Not Found
resolve-extends,19.8.1,8.0.11,Current version is newer than npm (8.0.11)
cosmiconfig-typescript-loader,6.1.0,6.1.0,Up-to-date
lodash.uniq,4.5.0,4.5.0,Up-to-date
top-level,19.8.1,,Not Found
find-up,7.0.0,7.0.0,Up-to-date
git-raw-commits,4.0.0,5.0.0,Update available (5.0.0)
conventional-commits-parser,5.0.1,6.2.0,Update available (6.2.0)
inflate,0.2.7,0.0.7,Current version is newer than npm (0.0.7)
strtok3,10.2.2,10.3.4,Update available (10.3.4)
token-types,6.0.0,6.1.1,Update available (6.1.1)
uint8array-extras,1.4.0,1.5.0,Update available (1.5.0)
csprng,1.0.1,0.1.2,Current version is newer than npm (0.1.2)
accepts,2.0.0,1.3.8,Current version is newer than npm (1.3.8)
mime-types,3.0.0,3.0.1,Update available (3.0.1)
mime-db,1.53.0,1.54.0,Update available (1.54.0)
body-parser,2.2.0,2.2.0,Up-to-date
content-disposition,1.0.0,0.5.4,Current version is newer than npm (0.5.4)
cookie-signature,1.2.2,1.2.2,Up-to-date
finalhandler,2.1.0,2.1.0,Up-to-date
fresh,2.0.0,0.5.2,Current version is newer than npm (0.5.2)
merge-descriptors,2.0.0,2.0.0,Up-to-date
router,2.2.0,2.2.0,Up-to-date
send,1.2.0,1.2.0,Up-to-date
serve-static,2.2.0,2.2.0,Up-to-date
append-field,1.0.0,2.0.0,Update available (2.0.0)
busboy,1.6.0,1.6.0,Up-to-date
word-wrap,1.2.6,1.2.5,Current version is newer than npm (1.2.5)
deep-is,0.1.3,0.1.4,Update available (0.1.4)
cli-truncate,4.0.0,5.0.0,Update available (5.0.0)
colorette,2.0.20,2.0.20,Up-to-date
log-update,6.1.0,6.1.0,Up-to-date
ansi-escapes,7.0.0,7.1.0,Update available (7.1.0)
slice-ansi,7.1.0,7.1.2,Update available (7.1.2)
is-fullwidth-code-point,5.0.0,5.1.0,Update available (5.1.0)
rfdc,1.4.1,1.4.1,Up-to-date
core,6.1.5,1.0.113,Current version is newer than npm (1.0.113)
plugin-paginate-rest,11.6.0,,Not Found
types,13.10.0,0.1.1,Current version is newer than npm (0.1.1)
openapi-types,24.2.0,12.1.3,Current version is newer than npm (12.1.3)
plugin-rest-endpoint-methods,13.5.0,,Not Found
retry,0.13.1,0.13.1,Up-to-date
confbox,0.2.2,0.2.2,Up-to-date
defu,6.1.4,6.1.4,Up-to-date
dotenv,16.6.1,17.2.2,Update available (17.2.2)
exsolve,1.0.7,1.0.7,Up-to-date
giget,2.0.0,2.0.0,Up-to-date
ohash,2.0.11,2.0.11,Up-to-date
perfect-debounce,1.0.0,2.0.0,Update available (2.0.0)
pkg-types,2.2.0,2.3.0,Update available (2.3.0)
rc9,2.1.2,2.1.2,Up-to-date
core,10.1.14,1.0.113,Current version is newer than npm (1.0.113)
prompts,7.6.0,2.4.2,Current version is newer than npm (2.4.2)
run-async,4.0.4,4.0.6,Update available (4.0.6)
lodash.capitalize,4.2.1,4.2.1,Up-to-date
lodash.escaperegexp,4.1.2,4.1.2,Up-to-date
lodash.isstring,4.0.1,4.0.1,Up-to-date
lodash.uniqby,4.7.0,4.7.0,Up-to-date
default-browser,5.2.1,5.2.1,Up-to-date
is-inside-container,1.0.0,1.0.0,Up-to-date
wsl-utils,0.1.0,0.1.0,Up-to-date
is-interactive,2.0.0,2.0.0,Up-to-date
stdin-discarder,0.2.2,0.2.2,Up-to-date
macos-release,3.3.0,3.4.0,Update available (3.4.0)
windows-release,6.1.0,6.1.0,Up-to-date
pac-proxy-agent,7.1.0,7.2.0,Update available (7.2.0)
foreground-child,3.1.1,3.3.1,Update available (3.3.1)
signal-exit,4.0.2,4.1.0,Update available (4.1.0)
remapping,2.2.0,,Not Found
helpers,7.27.6,0.0.6,Current version is newer than npm (0.0.6)
types,7.27.6,0.1.1,Current version is newer than npm (0.1.1)
sourcemap-codec,1.4.14,1.4.8,Current version is newer than npm (1.4.8)
babel-plugin-istanbul,7.0.0,7.0.1,Update available (7.0.1)
conventional-changelog-angular,7.0.0,8.0.0,Update available (8.0.0)
conventional-commits-parser,5.0.0,6.2.0,Update available (6.2.0)
ensure,19.8.1,0.4.6,Current version is newer than npm (0.4.6)
message,19.8.1,0.0.1,Current version is newer than npm (0.0.1)
to-lines,19.8.1,,Not Found
global-directory,4.0.1,4.0.1,Up-to-date
dargs,8.1.0,8.1.0,Up-to-date
meow,12.1.1,13.2.0,Update available (13.2.0)
balanced-match,1.0.0,3.0.1,Update available (3.0.1)
fflate,0.8.2,0.8.2,Up-to-date
token,0.3.0,0.1.0,Current version is newer than npm (0.1.0)
peek-readable,7.0.0,7.0.0,Up-to-date
raw-body,3.0.0,3.0.1,Update available (3.0.1)
streamsearch,1.1.0,1.1.0,Up-to-date
buffer-from,1.1.1,1.1.2,Update available (1.1.2)
typebox,0.34.38,1.0.0,Update available (1.0.0)
flatted,3.3.1,3.3.3,Update available (3.3.3)
istanbul-lib-coverage,3.2.0,3.2.2,Update available (3.2.2)
unrs-resolver,1.11.1,1.11.1,Up-to-date
istanbul-lib-report,1.1.1,3.0.1,Update available (3.0.1)
yargs-parser,13.0.0,22.0.0,Update available (22.0.0)
auth-token,5.1.2,0.1.0,Current version is newer than npm (0.1.0)
graphql,8.2.2,16.11.0,Update available (16.11.0)
request-error,6.1.8,2.0.1,Current version is newer than npm (2.0.1)
request,9.2.3,2.88.2,Current version is newer than npm (2.88.2)
types,14.0.0,0.1.1,Current version is newer than npm (0.1.1)
before-after-hook,3.0.2,4.0.0,Update available (4.0.0)
universal-user-agent,7.0.2,7.0.3,Update available (7.0.3)
citty,0.1.6,0.1.6,Up-to-date
node-fetch-native,1.6.6,1.6.7,Update available (1.6.7)
nypm,0.6.0,0.6.1,Update available (0.6.1)
destr,2.0.5,2.0.5,Up-to-date
checkbox,4.1.9,0.0.1,Current version is newer than npm (0.0.1)
confirm,5.1.13,0.1.1,Current version is newer than npm (0.1.1)
editor,4.2.14,1.0.0,Current version is newer than npm (1.0.0)
expand,4.0.16,0.5.0,Current version is newer than npm (0.5.0)
input,4.2.0,1.0.1,Current version is newer than npm (1.0.1)
number,3.0.16,0.0.1,Current version is newer than npm (0.0.1)
password,4.0.16,0.1.1,Current version is newer than npm (0.1.1)
rawlist,4.1.4,,Not Found
search,3.0.16,1.0.0,Current version is newer than npm (1.0.0)
select,4.2.4,1.1.2,Current version is newer than npm (1.1.2)
oxlint,1.6.0,1.14.0,Update available (1.14.0)
bundle-name,4.1.0,4.1.0,Up-to-date
default-browser-id,5.0.0,5.0.0,Up-to-date
is-docker,3.0.0,3.0.0,Up-to-date
is-wsl,3.1.0,3.1.0,Up-to-date
get-east-asian-width,1.2.0,1.4.0,Update available (1.4.0)
get-uri,6.0.4,6.0.5,Update available (6.0.5)
strip-ansi,7.0.1,7.1.2,Update available (7.1.2)
gen-mapping,0.1.1,0.0.1-security,Current version is newer than npm (0.0.1-security)
compat-data,7.27.5,0.0.1-security,Current version is newer than npm (0.0.1-security)
browserslist,4.25.0,4.25.4,Update available (4.25.4)
resolve-uri,3.1.0,,Not Found
is-text-path,2.0.0,3.0.0,Update available (3.0.0)
lodash.camelcase,4.3.0,4.3.0,Up-to-date
lodash.kebabcase,4.1.1,4.1.1,Up-to-date
lodash.snakecase,4.1.1,4.1.1,Up-to-date
lodash.startcase,4.4.0,4.4.0,Up-to-date
lodash.upperfirst,4.3.1,4.3.1,Up-to-date
fast-uri,3.0.6,3.1.0,Update available (3.1.0)
ini,4.1.1,5.0.0,Update available (5.0.0)
lines-and-columns,1.1.6,2.0.4,Update available (2.0.4)
resolver-binding-android-arm-eabi,1.11.1,,Not Found
resolver-binding-android-arm64,1.11.1,,Not Found
resolver-binding-darwin-arm64,1.11.1,8.0.11,Update available (8.0.11)
resolver-binding-darwin-x64,1.11.1,8.0.11,Update available (8.0.11)
resolver-binding-freebsd-x64,1.11.1,,Not Found
resolver-binding-linux-arm-gnueabihf,1.11.1,,Not Found
resolver-binding-linux-arm-musleabihf,1.11.1,,Not Found
resolver-binding-linux-arm64-gnu,1.11.1,,Not Found
resolver-binding-linux-arm64-musl,1.11.1,,Not Found
resolver-binding-linux-ppc64-gnu,1.11.1,,Not Found
resolver-binding-linux-riscv64-gnu,1.11.1,,Not Found
resolver-binding-linux-riscv64-musl,1.11.1,,Not Found
resolver-binding-linux-s390x-gnu,1.11.1,,Not Found
resolver-binding-linux-x64-gnu,1.11.1,,Not Found
resolver-binding-linux-x64-musl,1.11.1,,Not Found
resolver-binding-wasm32-wasi,1.11.1,,Not Found
resolver-binding-win32-arm64-msvc,1.11.1,,Not Found
resolver-binding-win32-ia32-msvc,1.11.1,,Not Found
resolver-binding-win32-x64-msvc,1.11.1,,Not Found
napi-postinstall,0.3.3,0.3.3,Up-to-date
environment,1.1.0,1.1.0,Up-to-date
endpoint,10.1.4,0.4.5,Current version is newer than npm (0.4.5)
fast-content-type-parse,2.0.1,3.0.0,Update available (3.0.0)
openapi-types,25.0.0,12.1.3,Current version is newer than npm (12.1.3)
darwin-arm64,1.6.0,,Not Found
darwin-x64,1.6.0,,Not Found
linux-arm64-gnu,1.6.0,,Not Found
linux-arm64-musl,1.6.0,,Not Found
linux-x64-gnu,1.6.0,,Not Found
linux-x64-musl,1.6.0,,Not Found
win32-arm64,1.6.0,,Not Found
win32-x64,1.6.0,,Not Found
run-applescript,7.0.0,7.1.0,Update available (7.1.0)
sourcemap-codec,1.4.13,1.4.8,Current version is newer than npm (1.4.8)
caniuse-lite,1.0.30001722,1.0.30001741,Update available (1.0.30001741)
electron-to-chromium,1.5.166,1.5.215,Update available (1.5.215)
text-extensions,2.4.0,3.1.0,Update available (3.1.0)
wasm-runtime,0.2.12,,Not Found
mimic-function,5.0.1,5.0.1,Up-to-date
core,1.5.0,1.0.113,Current version is newer than npm (1.0.113)
runtime,1.5.0,0.14.1,Current version is newer than npm (0.14.1)
wasm-util,0.10.0,0.0.2,Current version is newer than npm (0.0.2)
p-limit,2.2.0,7.1.1,Update available (7.1.1)
wasi-threads,1.1.0,,Not Found
async,2.6.3,3.2.6,Update available (3.2.6)
lodash,4.17.14,4.17.21,Update available (4.17.21)
cheerio,0.22.0,1.1.2,Update available (1.1.2)
codecov.io,0.1.6,0.1.6,Up-to-date
request,2.42.0,2.88.2,Update available (2.88.2)
coveralls,2.13.3,3.1.1,Update available (3.1.1)
js-yaml,3.6.1,4.1.0,Update available (4.1.0)
request,2.79.0,2.88.2,Update available (2.88.2)
stringstream,0.0.6,1.0.0,Update available (1.0.0)
aws-sign2,0.6.0,0.7.0,Update available (0.7.0)
caseless,0.11.0,0.12.0,Update available (0.12.0)
combined-stream,1.0.6,1.0.8,Update available (1.0.8)
forever-agent,0.6.1,0.6.1,Up-to-date
form-data,2.1.4,4.0.4,Update available (4.0.4)
hawk,3.1.3,9.0.2,Update available (9.0.2)
http-signature,1.1.1,1.4.0,Update available (1.4.0)
mime-types,2.1.18,3.0.1,Update available (3.0.1)
oauth-sign,0.8.2,0.9.0,Update available (0.9.0)
qs,6.3.2,6.14.0,Update available (6.14.0)
uuid,3.2.1,13.0.0,Update available (13.0.0)
boom,2.10.1,7.3.0,Update available (7.3.0)
cryptiles,2.0.5,4.1.3,Update available (4.1.3)
hoek,2.16.3,6.1.3,Update available (6.1.3)
sntp,1.0.9,3.0.2,Update available (3.0.2)
assert-plus,0.2.0,1.0.0,Update available (1.0.0)
curl-amd,0.8.12,0.8.12,Up-to-date
docdown,0.7.3,0.7.3,Up-to-date
dojo,1.15.0,1.17.3,Update available (1.17.3)
ecstatic,2.2.2,4.1.4,Update available (4.1.4)
fs-extra,1.0.0,11.3.1,Update available (11.3.1)
glob,7.1.4,11.0.3,Update available (11.0.3)
istanbul,0.4.5,0.4.5,Up-to-date
async,1.5.2,3.2.6,Update available (3.2.6)
glob,5.0.15,11.0.3,Update available (11.0.3)
supports-color,3.2.3,10.2.2,Update available (10.2.2)
jquery,3.4.1,3.7.1,Update available (3.7.1)
jscs,3.0.7,3.0.7,Up-to-date
commander,2.9.0,14.0.0,Update available (14.0.0)
estraverse,4.2.0,5.3.0,Update available (5.3.0)
htmlparser2,3.8.3,10.0.0,Update available (10.0.0)
js-yaml,3.4.6,4.1.0,Update available (4.1.0)
lodash,3.10.1,4.17.21,Update available (4.17.21)
domhandler,2.3.0,5.0.3,Update available (5.0.3)
entities,1.0.0,7.0.0,Update available (7.0.0)
readable-stream,1.1.14,4.7.0,Update available (4.7.0)
lodash-doc-globals,0.1.2,0.1.2,Up-to-date
lodash,4.17.20,4.17.21,Update available (4.17.21)
markdown-doctest,0.9.1,1.1.0,Update available (1.1.0)
optional-dev-dependency,2.0.1,2.0.1,Up-to-date
yargs,7.1.0,18.0.0,Update available (18.0.0)
camelcase,3.0.0,8.0.0,Update available (8.0.0)
cliui,3.2.0,9.0.1,Update available (9.0.1)
platform,1.3.5,1.3.6,Update available (1.3.6)
qunit-extras,3.0.0,3.0.0,Up-to-date
qunitjs,2.4.1,2.4.1,Up-to-date
chokidar,1.6.1,4.0.3,Update available (4.0.3)
resolve,1.3.2,1.22.10,Update available (1.22.10)
request,2.88.0,2.88.2,Update available (2.88.2)
aws-sign2,0.7.0,0.7.0,Up-to-date
aws4,1.8.0,1.13.2,Update available (1.13.2)
caseless,0.12.0,0.12.0,Up-to-date
form-data,2.3.3,4.0.4,Update available (4.0.4)
har-validator,5.1.3,5.1.5,Update available (5.1.5)
http-signature,1.2.0,1.4.0,Update available (1.4.0)
mime-types,2.1.24,3.0.1,Update available (3.0.1)
oauth-sign,0.9.0,0.9.0,Up-to-date
qs,6.5.2,6.14.0,Update available (6.14.0)
safe-buffer,5.2.0,5.2.1,Update available (5.2.1)
tough-cookie,2.4.3,6.0.0,Update available (6.0.0)
uuid,3.3.2,13.0.0,Update available (13.0.0)
